sequence.identifier,background.identifier,vehicle1.identifier,vehicle1.trajectory,vehicle1.appearance_change,vehicle1.shadowed,vehicle1.dust,vehicle2.identifier,vehicle2.trajectory,vehicle2.appearance_change,vehicle2.shadowed,vehicle2.dust,vehicle3.identifier,vehicle3.trajectory,vehicle3.appearance_change,vehicle3.shadowed,vehicle3.dust,vehicle4.identifier,vehicle4.trajectory,vehicle4.appearance_change,vehicle4.shadowed,vehicle4.dust,vehicle5.identifier,vehicle5.trajectory,vehicle5.appearance_change,vehicle5.shadowed,vehicle5.dust,man1.identifier,man1.trajectory,man1.appearance_change,man1.shadowed,man2.identifier,man2.trajectory,man2.appearance_change,man2.shadowed,man3.identifier,man3.trajectory,man3.appearance_change,man3.shadowed,man4.identifier,man4.trajectory,man4.appearance_change,man4.shadowed,man5.identifier,man5.trajectory,man5.appearance_change,man5.shadowed,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,distractors.light_reflexion,distractors.blinking_light,occultants.solid_level,occultants.semi_transparent_level,camera.vibration,camera.focal_change,camera.pan_motion,camera.tilt_motion,camera.altitude,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.picture_width,signal_quality.picture_height,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
182,0,6,6,0,0,0,4,6,0,0,0,12,7,0,0,0,14,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283887,0.2382,0.428889,0.736406,0,0,0.546549,0.732662,0,0,0,0,1.2,0.756018,0.325827,0.172394,0,0,0,1280,720,0,91.9383,21.0106,130.725,8.23084,124.975,0.7204,0,0,0,0,0,0,0
183,0,5,5,0,0,0,12,5,0,0,0,6,5,0,0,0,15,3,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140493,0.000337079,0.825529,0.340518,0,0,0.733032,0.9256,0,0,0,0,1.2,0.791636,0.104094,0.798937,0,0,0,1280,720,0,98.3356,42.2508,117.766,24.9994,138.147,30.9654,0,0,0,0,0,0,0
184,0,6,3,0,0,0,4,1,0,0,0,3,1,0,0,0,7,7,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107472,0.32536,0.0021246,0.784208,0,0,0.423138,0.0608686,0,0,0,0,1.2,0.659202,0.0673892,0.45284,0,0,0,1280,720,0,107.337,69.0585,112.606,9.40382,122.641,18.5599,0,0,0,0,0.0149593,0,0
185,0,10,5,0,0,0,1,4,0,0,0,4,0,0,0,0,14,2,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102851,0.0471896,0.0241018,0.380543,0,0,0.243701,0.593002,0,0,0,0,1.2,0.693585,0.004917,0.373025,0,0,0,1280,720,0,165.569,5.44776,142.27,24.5615,136.915,1.86568,0,0,0,0,0,0,0
186,0,2,4,0,0,0,6,2,0,0,0,14,1,0,0,0,3,7,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980041,0.126633,0.649268,0.616989,0,0,0.507919,0.725903,0,0,0,0,1.2,0.984935,0.208749,0.334163,0.292463,0,0,1280,720,0,160.488,79.7447,124.541,29.796,141.892,0.798439,0,0.967368,0,0,0,0,0
187,0,15,5,0,0,0,8,3,0,0,0,1,4,0,0,0,2,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351183,0.0464997,0.79662,0.148162,0,0,0.133355,0.539921,0,0,0,0,1.2,0.816016,0.134978,0.0122646,0,0,0,1280,720,0,91.9005,2.89908,135.716,31.6017,122.092,5.73719,0.401738,0,0,0,0,0,0
188,0,9,6,0,0,0,2,7,0,0,0,14,0,0,0,0,12,7,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211177,0.0288007,0.792401,0.946447,0,0,0.300494,0.801714,0,0,0,0,1.2,0.683501,0.0147386,0.182819,0,0,0,1280,720,0,149.13,10.3154,125.765,26.406,115.948,21.859,0,0,0.501615,0,0,0,1
189,0,13,7,0,0,0,1,5,0,0,0,10,5,0,0,0,8,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960067,0.015676,0.942124,0.800677,0,0,0.408623,0.935615,0,0,0,0,1.2,0.0913395,0.143544,0.0490203,0,0,0,1280,720,0,139.473,65.1807,136.864,30.9984,137.508,23.043,0,0,0,0,0,0,0
190,0,2,1,0,0,0,7,7,0,0,0,15,6,0,0,0,7,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342575,0.167522,0.616874,0.0634476,0,0,0.994527,0.531237,0,0,0,0,1.2,0.819634,0.29557,0.0110699,0,0,0,1280,720,0,147.413,1.04666,141.387,19.0796,114.889,9.70605,0,0,0,0,0.640514,0,0
191,0,14,1,0,0,0,5,4,0,0,0,1,7,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215709,0.294079,0.00973419,0.58595,0,0,0.994086,0.540198,0,0,0,0,1.2,0.83843,0.231473,0.0825348,0,0,0,1280,720,1,84.255,67.4048,137.454,19.3314,114.568,20.2628,0,0,0,0,0.0276755,0,0
192,0,14,0,0,0,0,8,5,0,0,0,6,4,0,0,0,5,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255829,0.0518728,0.642657,0.279897,0,0,0.599554,0.863996,0,0,0,0,1.2,0.385735,0.000120547,0.623061,0,0,0,1280,720,0,166.765,28.9346,127.352,21.1439,113.654,5.06757,0,0,0,0,0,0,0
193,0,12,4,0,0,0,6,7,0,0,0,3,2,0,0,0,5,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152895,0.148414,0.89293,0.993814,0,0,0.621205,0.377337,0,0,0,0,1.2,0.969951,0.190813,0.0787981,0.243527,0,0,1280,720,0,110.363,67.901,123.671,22.4803,112.035,17.7438,0,0,0,0,0,0,0
194,0,2,0,0,0,0,0,7,0,0,0,12,2,0,0,0,0,7,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812418,0.0285439,0.142256,0.296323,0,0,0.867552,0.178709,0,0,0,0,1.2,0.949826,0.054352,0.0871753,0.142171,0,0,1280,720,0,153.222,93.4715,120.133,10.2399,129.039,29.029,0,0,0,0.88512,0,0,0
195,0,10,5,0,0,0,10,2,0,0,0,12,1,0,0,0,11,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124717,0.319589,0.923161,0.378555,0,0,0.0253965,0.389352,0,0,0,0,1.2,0.650303,0.30645,0.967675,0,0,0,1280,720,1,115.932,16.8783,139.084,15.2537,128.863,10.5542,0,0,0,0,0,0,0
196,0,14,1,0,0,0,15,4,0,0,0,12,6,0,0,0,9,6,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156645,0.18444,0.226324,0.833534,0,0,0.449487,0.038911,0,0,0,0,1.2,0.828017,0.176039,0.586744,0,0,0,1280,720,0,126.527,73.4115,142.58,25.3161,134.015,15.0164,0,0,0,0,0,0,0
197,0,1,1,0,0,0,14,0,0,0,0,4,4,0,0,0,1,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307432,0.547349,0.234983,0.332962,0,0,0.526886,0.855694,0,0,0,0,1.2,0.765915,0.150628,0.288149,0,0,0,1280,720,0,165.436,41.9432,128.998,30.0934,122.599,12.5901,0,0,0,0,0.246808,0,0
198,0,6,4,0,0,0,5,6,0,0,0,4,1,0,0,0,10,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336123,0.0252173,0.42167,0.359722,0,0,0.403368,0.889697,0,0,0,0,1.2,0.758451,0.280527,0.258361,0,0,0,1280,720,0,106.821,22.5199,117.821,13.4639,126.908,21.8486,0,0.907555,0,0,0,0,0
199,0,14,2,0,0,0,10,1,0,0,0,8,0,0,0,0,12,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969311,0.0274964,0.687875,0.343318,0,0,0.428015,0.219379,0,0,0,0,1.2,0.88623,0.10449,0.38306,0,0,0,1280,720,0,160.604,54.2154,116.056,31.1257,130.851,24.9196,0,0,0,0,0,0,0
200,0,6,6,0,0,0,9,2,0,0,0,2,1,0,0,0,14,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673715,0.0106058,0.288384,0.345482,0,0,0.411702,0.837577,0,0,0,0,1.2,0.484942,0.268706,0.178628,0,0,0,1280,720,0,136.061,35.559,116.1,21.1995,134.939,14.8384,0,0,0,0.666336,0,0,0
201,0,6,7,0,0,0,2,1,0,0,0,3,5,0,0,0,14,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271873,0.0381859,0.741048,0.16948,0,0,0.208633,0.531207,0,0,0,0,1.2,0.722893,0.182062,0.00145546,0,0,0,1280,720,0,99.6043,95.4784,137.784,5.54064,133.948,7.57791,0,0,0,0,0,0,0
202,0,15,3,0,0,0,7,5,0,0,0,1,7,0,0,0,14,4,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256462,0.230266,0.376325,0.735403,0,0,0.663392,0.0857232,0,0,0,0,1.2,0.820424,0.232326,0.877563,0,0,0,1280,720,0,141.334,56.0007,130.636,12.8429,140.122,19.5576,0,0,0,0,0,0,0
203,0,2,6,0,0,0,12,0,0,0,0,14,7,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857833,0.220397,0.0735306,0.924701,0,0,0.437042,0.352336,0,0,0,0,1.2,0.336753,0.120512,0.203341,0,0,0,1280,720,0,170.138,45.4221,118.003,15.9274,128.66,14.0106,0,0.862262,0,0,0,0,0
204,0,15,4,0,0,0,15,3,0,0,0,15,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727552,0.241226,0.0741262,0.797529,0,0,0.724607,0.662664,0,0,0,0,1.2,0.67537,0.00378504,0.426703,0,0,0,1280,720,0,119.317,59.2469,143.117,22.5588,115.842,27.7973,0,0.0578172,0,0,0,0,0
205,0,8,7,0,0,0,15,5,0,0,0,13,6,0,0,0,2,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18006,0.0149082,0.0331216,0.0478707,0,0,0.714044,0.650694,0,0,0,0,1.2,0.705721,0.407762,0.00160927,0,0,0,1280,720,0,170.643,25.1515,113.34,26.7594,134.014,25.9046,0,0,0,0,0,0,0
206,0,11,7,0,0,0,14,4,0,0,0,3,2,0,0,0,15,6,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394913,0.0330558,0.217632,0.215129,0,0,0.80916,0.512268,0,0,0,0,1.2,0.230705,0.176318,0.287051,0,0,0,1280,720,0,168.114,19.7718,123.654,21.6147,140.442,22.259,0,0,0,0,0,0,0
207,0,3,5,0,0,0,8,3,0,0,0,4,2,0,0,0,15,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138526,0.0561477,0.338697,0.0891891,0,0,0.850488,0.34701,0,0,0,0,1.2,0.693505,0.0722152,0.0992122,0,0,0,1280,720,0,153.825,9.47558,138.443,26.3519,132.889,10.0901,0,0,0,0,0,0,0
208,0,13,4,0,0,0,9,6,0,0,0,7,2,0,0,0,0,6,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133889,0.0617755,0.730645,0.585764,0,0,0.861576,0.454436,0,0,0,0,1.2,0.494103,0.0169288,0.0924911,0,0,0,1280,720,0,83.8925,31.3018,120.885,0.495465,141.113,31.2038,0,0,0,0,0,0,0
209,0,5,0,0,0,0,15,1,0,0,0,6,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13379,0.185454,0.76416,0.93883,0,0,0.202526,0.184414,0,0,0,0,1.2,0.306939,0.484653,0.131392,0,0,0,1280,720,0,127.288,32.6808,122.863,29.5795,133.202,2.07104,0,0,0,0,0,0,0
210,0,2,4,0,0,0,5,1,0,0,0,11,3,0,0,0,3,3,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471737,0.0379102,0.577185,0.569532,0,0,0.731013,0.88837,0,0,0,0,1.2,0.866367,0.215998,0.058324,0,0,0,1280,720,1,140.999,30.7429,130.448,25.6341,118.458,12.4297,0,0,0,0,0,0,0
211,0,3,2,0,0,0,2,0,0,0,0,8,3,0,0,0,10,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367636,0.00160224,0.88996,0.919846,0,0,0.263014,0.948726,0,0,0,0,1.2,0.877979,0.335151,0.00339549,0,0,0,1280,720,0,155.149,92.0547,121.675,26.2969,137.47,15.3779,0,0,0,0,0,0,0
212,0,9,2,0,0,0,14,6,0,0,0,13,2,0,0,0,11,5,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303822,0.0226807,0.706569,0.109547,0,0,0.597269,0.305027,0,0,0,0,1.2,0.869146,0.067086,0.247322,0,0,0,1280,720,0,164.334,32.4063,134.375,1.79495,120.954,26.1302,0,0,0,0.747556,0,0,0
213,0,1,1,0,0,0,0,4,0,0,0,9,1,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391305,0.00281433,0.801622,0.191449,0,0,0.00950212,0.332287,0,0,0,0,1.2,0.487038,0.0327177,0.568806,0,0,0,1280,720,0,118,73.1183,112.986,29.0631,117.926,10.4918,0,0,0.632548,0,0,0,1
214,0,11,3,0,0,0,10,2,0,0,0,7,4,0,0,0,9,5,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326292,0.13006,0.253677,0.920999,0,0,0.921731,0.294894,0,0,0,0,1.2,0.467442,0.283666,0.0183402,0,0,0,1280,720,0,157.928,12.9134,141.49,0.993915,140.929,12.1744,0,0,0,0,0.388789,0,0
215,0,3,6,0,0,0,6,1,0,0,0,11,1,0,0,0,10,7,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57097,0.016677,0.574071,0.00478959,0,0,0.349297,0.820408,0,0,0,0,1.2,0.859721,0.232167,0.278032,0,0,0,1280,720,0,168.985,41.7697,131.979,29.3912,114.987,12.0386,0,0,0,0,0,0,0
216,0,15,1,0,0,0,5,4,0,0,0,10,6,0,0,0,1,4,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13809,0.0040791,0.792003,0.0761818,0,0,0.245229,0.109792,0,0,0,0,1.2,0.535968,0.284896,0.300339,0,0,0,1280,720,0,138.537,72.5448,117.229,26.6058,119.256,11.6588,0,0,0,0,0,0,0
217,0,3,5,0,0,0,8,0,0,0,0,4,3,0,0,0,12,6,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971765,0.0418602,0.841034,0.415038,0,0,0.104241,0.911253,0,0,0,0,1.2,0.51527,0.388446,0.872361,0,0,0,1280,720,0,142.639,85.8668,119.45,27.6459,118.653,6.19759,0,0,0,0,0,0,0
218,0,9,7,0,0,0,15,4,0,0,0,1,2,0,0,0,9,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346749,0.146716,0.484177,0.13281,0,0,0.187246,0.992543,0,0,0,0,1.2,0.528154,0.132231,0.19919,0,0,0,1280,720,0,101.844,4.05586,120.882,5.31161,114.679,13.8555,0,0,0,0,0.27209,0,0
219,0,7,2,0,0,0,2,5,0,0,0,13,1,0,0,0,1,4,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570462,0.371058,0.685726,0.251266,0,0,0.482706,0.16342,0,0,0,0,1.2,0.867507,0.213763,0.39616,0,0,0,1280,720,0,107.572,42.8471,126.455,31.7327,124.599,11.438,0,0,0,0,0,0,0
220,0,2,4,0,0,0,15,5,0,0,0,7,3,0,0,0,2,7,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112984,0.0500327,0.166316,0.241529,0,0,0.607022,0.497934,0,0,0,0,1.2,0.422724,0.0751026,0.00831392,0,0,0,1280,720,0,169.917,95.5113,117.985,24.2655,130.68,10.979,0,0,0,0,0,0,0
221,0,0,5,0,0,0,14,0,0,0,0,6,0,0,0,0,7,6,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023916,0.0315898,0.591858,0.282606,0,0,0.708348,0.237894,0,0,0,0,1.2,0.275583,0.0131578,0.0642822,0,0,0,1280,720,0,144.355,79.4393,116.214,28.4929,133.437,23.9922,0,0,0,0,0,0,0
222,0,0,5,0,0,0,5,7,0,0,0,2,5,0,0,0,2,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393275,0.176783,0.371261,0.235575,0,0,0.422067,0.592588,0,0,0,0,1.2,0.377633,0.185623,0.0618694,0,0,0,1280,720,0,94.8371,18.9739,118.94,25.4884,128.226,22.927,0,0,0,0,0,0,0
224,0,8,2,0,0,0,2,5,0,0,0,12,0,0,0,0,7,7,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558964,0.285849,0.744887,0.247682,0,0,0.45722,0.187577,0,0,0,0,1.2,0.383515,0.23585,0.186525,0,0,0,1280,720,0,93.8749,36.2895,130.614,9.60127,140.026,9.20907,0,0,0,0,0,0,0
225,0,11,5,0,0,0,11,7,0,0,0,10,1,0,0,0,14,2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617453,0.421979,0.577203,0.601449,0,0,0.400179,0.575417,0,0,0,0,1.2,0.941737,0.372774,0.306341,0.04168,0,0,1280,720,0,99.846,59.5037,137.028,9.3487,140.972,29.9855,0.440264,0,0,0,0.806802,0,0
226,0,6,1,0,0,0,11,4,0,0,0,6,4,0,0,0,15,1,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266713,0.490967,0.938511,0.193265,0,0,0.894734,0.0876255,0,0,0,0,1.2,0.554832,0.44536,0.0458235,0,0,0,1280,720,0,162.612,26.9834,134.033,24.7751,138.072,23.6319,0,0.634113,0,0,0,0,0
227,0,14,1,0,0,0,14,6,0,0,0,4,0,0,0,0,6,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767926,0.0855267,0.410599,0.118674,0,0,0.909985,0.327168,0,0,0,0,1.2,0.549806,0.0817826,0.0692294,0,0,0.748921,1280,720,0,86.3138,60.5356,116.947,24.7261,113.717,11.3588,0,0,0,0,0,0,0
228,0,5,0,0,0,0,8,2,0,0,0,13,4,0,0,0,1,5,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110813,0.344799,0.101762,0.557277,0,0,0.408348,0.523452,0,0,0,0,1.2,0.634659,0.114024,0.746535,0,0,0,1280,720,0,117.173,50.5956,139.857,23.2623,128.235,15.1088,0,0,0,0,0,0,0
229,0,5,4,0,0,0,12,3,0,0,0,10,2,0,0,0,9,3,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258407,0.117369,0.267357,0.308985,0,0,0.637524,0.881161,0,0,0,0,1.2,0.916435,0.351104,0.00261064,0.0768546,0,0,1280,720,0,170.71,4.3466,124.553,19.5401,135.202,3.77859,0,0,0,0,0,0,0
230,0,10,6,0,0,0,12,3,0,0,0,7,4,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111315,0.00448103,0.99441,0.790609,0,0,0.505168,0.559991,0,0,0,0,1.2,0.503394,0.116684,0.289548,0,0,0,1280,720,0,119.201,44.511,140.354,27.814,140.088,28.4753,0,0,0,0,0,0,0
231,0,2,5,0,0,0,7,1,0,0,0,9,4,0,0,0,0,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176004,0.0348808,0.459292,0.067691,0,0,0.887081,0.415435,0,0,0,0,1.2,0.418065,0.0866974,0.0060233,0,0,0,1280,720,0,153.9,77.0782,142.931,31.2325,113.12,2.37945,0,0,0,0,0,0.854568,0
232,0,3,0,0,0,0,2,6,0,0,0,13,2,0,0,0,12,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169746,0.118433,0.0860145,0.155935,0,0,0.294725,0.526951,0,0,0,0,1.2,0.797053,0.378426,0.0917614,0,0,0,1280,720,0,133.047,25.7631,130.681,27.6692,130.615,30.0398,0,0,0,0,0,0,0
233,0,6,4,0,0,0,3,1,0,0,0,0,2,0,0,0,2,4,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218609,0.112799,0.524319,0.931181,0,0,0.377938,0.621898,0,0,0,0,1.2,0.771179,0.320825,0.153792,0,0,0,1280,720,0,146.47,3.1056,116.726,28.2044,136.262,10.8011,0,0,0,0,0,0,0
234,0,2,3,0,0,0,6,2,0,0,0,8,6,0,0,0,5,7,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495465,0.192614,0.86749,0.594193,0,0,0.0264613,0.57881,0,0,0,0,1.2,0.751556,0.185147,0.175334,0,0,0,1280,720,0,161.196,55.9589,137.758,26.6292,134.126,3.27008,0,0,0,0,0,0,0
235,0,14,5,0,0,0,12,5,0,0,0,12,2,0,0,0,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396906,0.034504,0.983759,0.0676799,0,0,0.436596,0.198458,0,0,0,0,1.2,0.677814,0.0656926,0.201985,0,0,0,1280,720,0,129.295,33.0396,124.987,25.0079,124.265,4.1816,0,0,0,0,0,0,0
236,0,14,4,0,0,0,2,3,0,0,0,1,5,0,0,0,8,6,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439271,0.07405,0.813477,0.752042,0,0,0.132194,0.494994,0,0,0,0,1.2,0.669135,0.260151,0.0296594,0,0,0,1280,720,0,112.487,19.6485,137.456,27.023,133.765,21.7958,0,0,0,0,0.856465,0,0
237,0,0,5,0,0,0,3,4,0,0,0,12,4,0,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423201,0.202268,0.185303,0.265981,0,0,0.953075,0.963827,0,0,0,0,1.2,0.709519,0.456135,0.183497,0,0,0,1280,720,0,154.446,35.0455,141.111,29.3447,130.087,24.8906,0,0,0,0,0,0,0
238,0,1,1,0,0,0,7,2,0,0,0,12,6,0,0,0,7,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637586,0.157492,0.405991,0.0613182,0,0,0.865302,0.798957,0,0,0,0,1.2,0.160243,0.444795,0.0304363,0,0,0,1280,720,0,150.66,48.0561,129.242,17.8693,114.023,25.862,0,0,0,0,0.309527,0,0
239,0,14,7,0,0,0,10,3,0,0,0,11,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393062,0.0190063,0.607196,0.564213,0,0,0.360036,0.424398,0,0,0,0,1.2,0.623927,0.0651427,0.136698,0,0,0,1280,720,0,110.389,26.3575,130.516,2.52177,124.459,6.62251,0,0,0,0,0.303343,0,0
240,0,0,5,0,0,0,2,1,0,0,0,1,4,0,0,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691089,0.123243,0.400786,0.844848,0,0,0.400698,0.365408,0,0,0,0,1.2,0.430461,0.603634,0.0411632,0,0,0,1280,720,0,141.334,39.9965,115.882,15.9038,115.27,1.57143,0,0,0,0.906929,0,0,0
241,0,6,7,0,0,0,9,6,0,0,0,0,1,0,0,0,15,7,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152956,0.122834,0.182708,0.323805,0,0,0.584949,0.595039,0,0,0,0,1.2,0.776763,0.517896,0.83023,0,0,0,1280,720,0,158.603,93.0519,136.981,29.6606,121.438,24.112,0,0,0,0,0,0,0
242,0,5,2,0,0,0,13,7,0,0,0,8,1,0,0,0,13,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318554,0.07884,0.169924,0.188125,0,0,0.956774,0.582531,0,0,0,0,1.2,0.514036,0.158508,0.0189158,0,0,0,1280,720,0,98.1914,79.175,132.037,21.0852,113.601,26.6147,0,0,0,0,0,0,0
243,0,7,3,0,0,0,15,4,0,0,0,3,6,0,0,0,8,5,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18661,0.00356285,0.98919,0.417862,0,0,0.0616503,0.703985,0,0,0,0,1.2,0.749128,0.0350765,0.215508,0,0,0,1280,720,0,81.5097,51.5508,129.283,9.0982,133.397,10.0324,0,0,0.485402,0,0,0,1
